OID_,row,col,cell_id,Shape_Length,Shape_Area,cell_area,district,overlap_m2,overlap_pct,district_id
1263,35,2,3152,3964.061406260647345,980660.467000903212465,0.000085999998345,Bao’an District,0.000086000000000,100.000001924356297,0
1264,35,3,3153,3964.090270754146331,980674.748838167637587,0.000086000001020,Bao’an District,0.000086000005000,100.000004628234038,0
1265,35,4,3154,3964.119149379247119,980689.037839711061679,0.000085999999805,Bao’an District,0.000086000000000,100.000000227282769,0
1266,35,5,3155,3964.148143953489125,980703.382449511089362,0.000085999998948,Bao’an District,0.000085999995000,99.999995409500670,0
1267,35,6,3156,3964.177160144686241,980717.737787467660382,0.000085999994514,Bao’an District,0.000085999995000,100.000000565114533,0
1268,35,7,3157,3964.206390368025041,980732.203159457072616,0.000085999995210,Bao’an District,0.000086000000700,100.000006383245889,0
1269,35,8,3158,3964.235744114962472,980746.727889565052465,0.000085999996594,Bao’an District,0.000086000000000,100.000003960741353,0
1270,35,9,3159,3964.265315689170620,980761.356852412107401,0.000086000002598,Bao’an District,0.000085999999300,99.999996164538459,0
1271,35,10,3160,3964.294697531986458,980775.899577659787610,0.000085999996522,Bao’an District,0.000085999995700,99.999999044031455,0
1272,35,11,3161,3964.324406734442164,980790.598796850536019,0.000085999999649,Bao’an District,0.000085999995700,99.999995408217615,0
1273,35,12,3162,3964.354129966224718,980805.305138263502158,0.000085999998882,Bao’an District,0.000086000000000,100.000001300486588,0
1274,35,13,3163,3964.384169066638606,980820.166237363126129,0.000086000007164,Bao’an District,0.000086000008600,100.000001670234639,0
1275,35,14,3164,3964.413829969185372,980834.847563659772277,0.000085999995163,Bao’an District,0.000085999995000,99.999999809862857,0
1276,35,15,3165,3964.443908667959477,980849.728410015115514,0.000085999996138,Bao’an District,0.000085999990700,99.999993676936640,0
1277,35,16,3166,3964.474103263386951,980864.668731395970099,0.000085999997807,Nanshan District,0.000076570645853,89.035636983318838,7
1278,35,17,3167,3964.504417651011408,980879.670385150355287,0.000086000000333,Nanshan District,0.000086000000000,99.999999612418762,7
1279,35,18,3168,3964.534847923911002,980894.731511352118105,0.000086000003554,Nanshan District,0.000086000005000,100.000001681616737,7
1280,35,19,3169,3964.565398007798649,980909.846364277997054,0.000086000006964,Nanshan District,0.000086000005000,99.999997716453663,7
1281,35,20,3170,3964.595765996954924,980924.874887608340941,0.000085999998285,Nanshan District,0.000086000000000,100.000001994358058,7
1282,35,21,3171,3964.626449804275580,980940.058158905594610,0.000085999998652,Nanshan District,0.000085999995700,99.999996567391946,7
1283,35,22,3172,3964.657253439458145,980955.299051177804358,0.000085999999550,Nanshan District,0.000085999995000,99.999994709477335,7
1284,35,23,3173,3964.688180918754369,980970.603217927156948,0.000086000001473,Nanshan District,0.000085999999300,99.999997472823992,7
1285,35,24,3174,3964.719016290488071,980985.863860907149501,0.000085999995060,Nanshan District,0.000076653055673,89.131465204474480,7
1286,35,25,3175,3964.750175481347469,981001.283072583028115,0.000085999998027,Futian District,0.000085592934791,99.526670645868165,2
1287,35,26,3176,3964.781348505334790,981016.709325160598382,0.000085999997088,Futian District,0.000085999990700,99.999992571589104,2
1288,35,27,3177,3964.812645443799283,981032.195152892381884,0.000085999996851,Futian District,0.000085999995000,99.999997847774267,2
1289,35,28,3178,3964.844156154931625,981047.790926772053353,0.000086000001729,Futian District,0.000086000009300,100.000008803108884,2
1290,35,29,3179,3964.875688815617650,981063.397609238512814,0.000086000003041,Futian District,0.000086000005700,100.000003091371624,2
1291,35,30,3180,3964.907235260136986,981079.007430115598254,0.000086000000106,Futian District,0.000086000000000,99.999999876629957,2
1292,35,31,3181,3964.938901611375059,981094.678648189641535,0.000085999998030,Futian District,0.000085999995000,99.999996476168178,2
1293,35,32,3182,3964.970785780923052,981110.458017288707197,0.000086000000912,Futian District,0.000086000004300,100.000003939584346,2
1294,35,33,3183,3965.002585785163319,981126.193917197291739,0.000085999995460,Futian District,0.000077668450975,90.312157064342756,2
1295,35,34,3184,3965.034607747163591,981142.043672637548298,0.000085999995464,Futian District,0.000072559966672,84.372058719766329,2
1296,35,35,3185,3965.066945449954346,981158.044279910391197,0.000086000004168,Luohu District,0.000086000008600,100.000005153596859,6
1297,35,36,3186,3965.099003177939267,981173.911989665590227,0.000085999996699,Luohu District,0.000085999995000,99.999998023965745,6
1298,35,37,3187,3965.131376622658991,981189.934435873175971,0.000085999998270,Luohu District,0.000085999995700,99.999997012129739,6
1299,35,38,3188,3965.163870028649399,981206.014588273828849,0.000086000000373,Luohu District,0.000086000000000,99.999999565964231,6
1300,35,39,3189,3965.196483383131635,981222.156183477258310,0.000086000003338,Luohu District,0.000086000009300,100.000006932567814,6
1301,35,40,3190,3965.229110412032242,981238.304592387634329,0.000086000002375,Luohu District,0.000085851300779,99.827091171926099,6
1302,35,41,3191,3965.261755306792566,981254.461976087070070,0.000085999997675,Luohu District,0.000080637527554,93.764569458825747,6
1303,35,42,3192,3965.294622284368415,981270.725825564935803,0.000085999997780,Luohu District,0.000086000000000,100.000002580812790,6
1304,35,43,3193,3965.327604984987374,981287.049108833773062,0.000085999998570,Luohu District,0.000086000004300,100.000006663105694,6
1305,35,44,3194,3965.360605573630892,981303.385104806977324,0.000085999995948,Luohu District,0.000085999346163,99.999244436298667,6
1306,35,45,3195,3965.393926113836642,981319.877872803946957,0.000086000002540,Yantian District,0.000070436237302,81.902599095575681,9
1307,35,46,3196,3965.427162416091960,981336.327144382288679,0.000086000000794,Yantian District,0.000086000009300,100.000009890306259,9
1308,35,47,3197,3965.460518730547392,981352.834166017826647,0.000085999999584,Yantian District,0.000086000000000,100.000000483712824,9
1309,35,48,3198,3965.493892933221105,981369.357800055411644,0.000085999995303,Yantian District,0.000085999991400,99.999995461332915,9
1310,35,49,3199,3965.527684927157679,981386.081036259769462,0.000086000003988,Yantian District,0.000086000004300,100.000000362914605,9
1311,35,50,3200,3965.561392652236918,981402.764495321782306,0.000086000004660,Yantian District,0.000086000004300,99.999999581407636,9
1312,35,51,3201,3965.595020469493647,981419.410414282348938,0.000085999997516,Yantian District,0.000073860295920,85.884067503350252,9
1313,35,52,3202,3965.628870501706842,981436.162727517425083,0.000085999995168,Yantian District,0.000041214340141,47.923654019008474,9
1314,35,53,3203,3965.662929601784526,981453.018885644385591,0.000085999997393,Yantian District,0.000031833240000,37.015396470738601,9
1315,35,54,3204,3965.697015390372599,981469.892132782144472,0.000085999996588,Yantian District,0.000028303725000,32.911309445157997,9
1316,35,55,3205,3965.731314614170060,981486.871481909998693,0.000086000000553,Yantian District,0.000024759724206,28.790376798834149,9
1317,35,56,3206,3965.765636151097169,981503.858052838011645,0.000086000000622,Yantian District,0.000019205231921,22.331664862243663,9
1318,35,57,3207,3965.799868948074618,981520.802708435687236,0.000085999992492,Yantian District,0.000012228760000,14.219489613569214,9
1319,35,58,3208,3965.834523982537576,981537.960624346160330,0.000085999998518,Yantian District,0.000008558688845,9.951963944374151,9
1320,35,59,3209,3965.869294642402565,981555.170324764098041,0.000086000004554,Yantian District,0.000014266560000,16.589022377443872,9
1321,35,60,3210,3965.903887733139527,981572.295858923462220,0.000085999998686,Dapeng District,0.000018479791406,21.488129869691615,1
1322,35,61,3211,3965.938796394213568,981589.576109073706903,0.000086000001845,Dapeng District,0.000026788495000,31.149412122235358,1
1323,35,62,3212,3965.973722953916877,981606.861645726952702,0.000086000000939,Dapeng District,0.000033049440000,38.429580975825175,1
1324,35,63,3213,3966.008671935248458,981624.165974080679007,0.000085999997149,Dapeng District,0.000039310386069,45.709752758104408,1
1325,35,64,3214,3966.043931930874351,981641.618955996586010,0.000086000001854,Dapeng District,0.000045571345000,52.989934903993273,1
1326,35,65,3215,3966.079214370865884,981659.083119536866434,0.000086000003009,Dapeng District,0.000051832307748,60.270123179795462,1
1327,35,66,3216,3966.114514715869518,981676.560197840910405,0.000086000000765,Dapeng District,0.000058093262252,67.550304342964466,1
1328,35,67,3217,3966.149935226021626,981694.091237113811076,0.000085999998719,Dapeng District,0.000064354223374,74.830493410448057,1
1329,35,68,3218,3966.185471327594314,981711.681672347360291,0.000085999997346,Dapeng District,0.000077524060182,90.144258808298545,1
1330,35,69,3219,3966.221225268442140,981729.384065571473911,0.000086000001250,Dapeng District,0.000086000004300,100.000003546935147,1
1331,35,70,3220,3966.256997116573075,981747.095480603980832,0.000086000001413,Dapeng District,0.000086000000700,99.999999170493098,1
1332,35,71,3221,3966.292889153801752,981764.860874118865468,0.000086000001774,Dapeng District,0.000086000004300,100.000002936875546,1
1333,35,72,3222,3966.328799104524478,981782.639016235829331,0.000085999998721,Dapeng District,0.000085999995000,99.999995672738379,1
1334,35,73,3223,3966.364922244609261,981800.523180498625152,0.000086000000424,Dapeng District,0.000085999995700,99.999994506892506,1
1335,35,74,3224,3966.401067943339513,981818.418593662092462,0.000085999998581,Dapeng District,0.000085999995700,99.999996650517247,1
1336,35,75,3225,3966.437431508260033,981836.418362057069317,0.000086000001346,Dapeng District,0.000086000004300,100.000003434710649,1
1337,35,76,3226,3966.473910589851585,981854.477509793941863,0.000086000004780,Dapeng District,0.000086000009300,100.000005255410926,1
1338,35,77,3227,3966.510212350415713,981872.452609838219360,0.000085999996321,Dapeng District,0.000085999995700,99.999999277917496,1
1339,35,78,3228,3966.546931919521739,981890.631299077416770,0.000086000001162,Dapeng District,0.000086000000000,99.999998649344946,1
1340,35,79,3229,3966.583766996339364,981908.865466910065152,0.000086000006328,Dapeng District,0.000086000009300,100.000003455767740,1
1341,35,80,3230,3966.620317686293674,981926.964452005689964,0.000085999995122,Dapeng District,0.000085999995700,100.000000671920631,1
1342,35,81,3231,3966.657286157747421,981945.267019388033077,0.000085999997214,Dapeng District,0.000086000000000,100.000003239939232,1
1343,35,82,3232,3966.694379677122015,981963.629798083566129,0.000086000000045,Dapeng District,0.000086000000000,99.999999948048597,1
1344,35,83,3233,3966.731588691767683,981982.051953955669887,0.000086000003543,Dapeng District,0.000086000004300,100.000000880654653,1
1345,35,84,3234,3966.768620503374223,982000.390123058576137,0.000085999995152,Dapeng District,0.000085999995700,100.000000637377127,1
1346,35,85,3235,3966.806162860477343,982018.976026321412064,0.000086000003923,Dapeng District,0.000086000004300,100.000000439004680,1
1347,35,86,3236,3966.843528022343435,982037.477948189596646,0.000086000000804,Dapeng District,0.000085999995700,99.999994064798514,1
1348,35,87,3237,3966.881106193807682,982056.081935726804659,0.000086000002090,Dapeng District,0.000061904759519,71.982276761336379,1
1349,35,88,3238,3966.918707134818305,982074.701004326459952,0.000086000000161,Dapeng District,0.000001209360430,1.406233055596399,1
1350,35,89,3239,3966.956521059530587,982093.422126763849519,0.000086000002634,,,,
1351,34,0,3060,3963.878006672347510,980572.101989914081059,0.000085999998672,Bao’an District,0.000084475029428,98.226779920732639,0
1352,34,1,3061,3963.906633552850963,980586.269346020766534,0.000086000000574,Bao’an District,0.000084118434401,97.812132371423957,0
1353,34,2,3062,3963.935481960025299,980600.542687347740866,0.000086000007254,Bao’an District,0.000086000009300,100.000002378656035,0
1354,34,3,3063,3963.964144555704479,980614.724045460578054,0.000086000001351,Bao’an District,0.000086000000000,99.999998429258625,0
1355,34,4,3064,3963.992926854487450,980628.962940312107094,0.000085999995976,Bao’an District,0.000086000000000,100.000004679585032,0
1356,34,5,3065,3964.022028848096852,980643.362271743011661,0.000086000000153,Bao’an District,0.000086000000700,100.000000635850952,0
1357,34,6,3066,3964.051348672088352,980657.869566182489507,0.000086000009281,Bao’an District,0.000086000009300,100.000000021794122,0
1358,34,7,3067,3964.080384547625727,980672.238187273615040,0.000086000001730,Bao’an District,0.000085999995700,99.999992988206827,0
1359,34,8,3068,3964.109638231880126,980686.711029160418548,0.000085999998801,Bao’an District,0.000085999995700,99.999996394286796,0
1360,34,9,3069,3964.139113572728093,980701.289914924884215,0.000086000000653,Bao’an District,0.000085999999300,99.999998426438765,0
1361,34,10,3070,3964.168602958212432,980715.883545132237487,0.000085999999280,Bao’an District,0.000085999999300,100.000000023376018,0
1362,34,11,3071,3964.198208273378896,980730.532773203449324,0.000085999998264,Bao’an District,0.000085999990700,99.999991204888261,0
1363,34,12,3072,3964.227937197024403,980745.241410730173811,0.000085999997939,Bao’an District,0.000085999995000,99.999996582962396,0
1364,34,13,3073,3964.257880102821218,980760.056326141813770,0.000086000002414,Bao’an District,0.000086000004300,100.000002193297391,0
1365,34,14,3074,3964.287644781107247,980774.786757539957762,0.000085999994962,Bao’an District,0.000086000000000,100.000005858340884,0
1366,34,15,3075,3964.317827270762791,980789.720447523752227,0.000086000000814,Bao’an District,0.000085999995700,99.999994053972173,0
1367,34,16,3076,3964.348023732537513,980804.661235900246538,0.000086000002768,Bao’an District,0.000052859782695,61.464861620394629,0
1368,34,17,3077,3964.378143958212604,980819.566210373537615,0.000085999997063,Nanshan District,0.000084059066804,97.743104272850829,7
1369,34,18,3078,3964.408478102622666,980834.573565162601881,0.000085999995816,Nanshan District,0.000085999999300,100.000004051473027,7
1370,34,19,3079,3964.438932074633158,980849.642264967551455,0.000085999995427,Nanshan District,0.000085999985700,99.999988690079817,7
1371,34,20,3080,3964.469505879465032,980864.772320358548313,0.000085999995897,Nanshan District,0.000085999995000,99.999998956625305,7
1372,34,21,3081,3964.500191603709936,980879.956075653550215,0.000085999996556,Nanshan District,0.000086000004300,100.000009005003477,7
1373,34,22,3082,3964.530997153985481,980895.201182057033293,0.000085999998073,Nanshan District,0.000086000000700,100.000003054956181,7
1374,34,23,3083,3964.561926556627441,980910.505828860565089,0.000086000000289,Nanshan District,0.000086000005000,100.000005477554126,7
1375,34,24,3084,3964.592865825550234,980925.815627007395960,0.000085999998437,Nanshan District,0.000085388853294,99.289366100785784,7
1376,34,25,3085,3964.624030967637736,980941.237238342873752,0.000086000001866,Futian District,0.000083504655047,97.098433995026511,2
1377,34,26,3086,3964.655205929911517,980956.667858520755544,0.000086000001564,Futian District,0.000086000005000,100.000003995882381,2
1378,34,27,3087,3964.686504802793024,980972.154175151488744,0.000086000001623,Futian District,0.000085999995700,99.999993113153025,2
1379,34,28,3088,3964.717821570272008,980987.649465330992825,0.000085999997947,Futian District,0.000085999999300,100.000001573232836,2
1380,34,29,3089,3964.749356178464041,981003.256634591380134,0.000085999999558,Futian District,0.000085999995700,99.999995514299982,2
1381,34,30,3090,3964.781104541676541,981018.966120024444535,0.000086000005616,Futian District,0.000086000009300,100.000004284020775,2
1382,34,31,3091,3964.812581099683484,981034.546604701899923,0.000085999995843,Futian District,0.000085538470646,99.463342768445102,2
1383,34,32,3092,3964.844565169249108,981050.369329690001905,0.000086000002784,Luohu District,0.000050577207443,58.810704425303776,6
1384,34,33,3093,3964.876269235898690,981066.062869554385543,0.000085999993877,Luohu District,0.000072369458265,84.150538857236796,6
1385,34,34,3094,3964.908497286136480,981082.010391288087703,0.000086000002712,Luohu District,0.000084631958939,98.409251477695676,6
1386,34,35,3095,3964.940637033796065,981097.916360845090821,0.000086000003381,Luohu District,0.000086000005000,100.000001882846391,6
1387,34,36,3096,3964.972802994905578,981113.835286472807638,0.000086000000662,Luohu District,0.000086000009300,100.000010043542616,6
1388,34,37,3097,3965.005076390572412,981129.805786726530641,0.000085999997942,Luohu District,0.000085999995000,99.999996579209238,6
1389,34,38,3098,3965.037473918698197,981145.839714162284508,0.000085999996257,Luohu District,0.000085999990700,99.999993538136522,6
1390,34,39,3099,3965.070187173968407,981162.028378123766743,0.000086000003612,Luohu District,0.000086000004300,100.000000799783578,6
1391,34,40,3100,3965.102722586277196,981178.132903440971859,0.000085999999068,Luohu District,0.000085999995700,99.999996083756926,6
1392,34,41,3101,3965.135475855262030,981194.341724257566966,0.000085999999141,Luohu District,0.000085999995000,99.999995184377056,6
1393,34,42,3102,3965.168344879777123,981210.609821428544819,0.000085999999886,Luohu District,0.000085999990700,99.999989318705644,6
1394,34,43,3103,3965.201529598959496,981227.032648466993123,0.000086000009667,Luohu District,0.000086000008600,99.999998758686630,6
1395,34,44,3104,3965.234434406397668,981243.322612163960002,0.000086000003279,Luohu District,0.000082829178548,96.312994638863827,6
1396,34,45,3105,3965.267659180924056,981259.761735955718905,0.000086000005439,Yantian District,0.000066082765499,76.840420139513270,9
1397,34,46,3106,3965.300799729882783,981276.164986888063140,0.000085999999930,Yantian District,0.000085169209323,99.033964408900346,9
1398,34,47,3107,3965.334260260109204,981292.725022189435549,0.000086000003637,Yantian District,0.000086000000000,99.999995771171129,9
1399,34,48,3108,3965.367534398848875,981309.192796692717820,0.000085999994732,Yantian District,0.000085999995700,100.000001125716096,9
1400,34,49,3109,3965.401030729799913,981325.770826201653108,0.000085999990964,Yantian District,0.000085999995700,100.000005506620610,9
1401,34,50,3110,3965.435047014057091,981342.604855951271020,0.000086000005106,Yantian District,0.000086000008600,100.000004063219492,9
1402,34,51,3111,3965.468574766707206,981359.206416518543847,0.000085999994348,Yantian District,0.000085999991400,99.999996572150081,9
1403,34,52,3112,3965.502729031527906,981376.107072276412509,0.000086000005275,Yantian District,0.000086000013600,100.000009680322634,9
1404,34,53,3113,3965.536794639333039,981392.969749048235826,0.000086000008347,Yantian District,0.000086000010000,100.000001921664051,9
1405,34,54,3114,3965.570682604976810,981409.744499633205123,0.000085999999188,Yantian District,0.000086000000700,100.000001758557062,9
1406,34,55,3115,3965.604886179052301,981426.670080574927852,0.000085999998719,Yantian District,0.000085999995000,99.999995676187964,9
1407,34,56,3116,3965.639307616621863,981443.707590220728889,0.000086000003530,Yantian District,0.000086000004300,100.000000895061532,9
1408,34,57,3117,3965.673653657184332,981460.713615439832211,0.000086000001056,Yantian District,0.000086000005700,100.000005400254793,9
1409,34,58,3118,3965.708213104299830,981477.817952079232782,0.000086000002668,Yantian District,0.000086000005000,100.000002711151353,9
1410,34,59,3119,3965.742883711072864,981494.975665985839441,0.000086000004430,Yantian District,0.000085299682928,99.185672713818747,9
1411,34,60,3120,3965.777483459011819,981512.103886962984689,0.000085999999079,Dapeng District,0.000083134177784,96.667649620846703,1
1412,34,61,3121,3965.812194349291531,981529.285649470402859,0.000085999993892,Dapeng District,0.000085999990700,99.999996288022757,1
1413,34,62,3122,3965.847225315111700,981546.624277663999237,0.000085999997921,Dapeng District,0.000085999999300,100.000001603469798,1
1414,34,63,3123,3965.882176479767622,981563.925258240546100,0.000085999994123,Dapeng District,0.000085999990700,99.999996020260610,1
1415,34,64,3124,3965.917340965629592,981581.332300584297627,0.000085999995088,Dapeng District,0.000085999990700,99.999994897486204,1
1416,34,65,3125,3965.952732417524203,981598.851916903397068,0.000086000001388,Dapeng District,0.000086000004300,100.000003386417319,1
1417,34,66,3126,3965.988034967867407,981616.329551902366802,0.000085999999480,Dapeng District,0.000085999995700,99.999995604916435,1
1418,34,67,3127,3966.023653045195715,981633.957997612771578,0.000086000006255,Dapeng District,0.000086000003600,99.999996913018478,1
1419,34,68,3128,3966.058996005890549,981651.455861837370321,0.000085999997060,Dapeng District,0.000085999986400,99.999987604579687,1
1420,34,69,3129,3966.094756784062156,981669.157289372407831,0.000086000001170,Dapeng District,0.000086000004300,100.000003640019415,1
1421,34,70,3130,3966.130428559950815,981686.816688481019810,0.000085999997067,Dapeng District,0.000085999990700,99.999992596559238,1
1422,34,71,3131,3966.166425120539316,981704.635212811641395,0.000086000002374,Dapeng District,0.000086000008600,100.000007240141088,1
1423,34,72,3132,3966.202341962031824,981722.416312586516142,0.000085999999872,Dapeng District,0.000086000000700,100.000000963190928,1
1424,34,73,3133,3966.238369701301508,981740.250683360151015,0.000085999997506,Dapeng District,0.000086000000000,100.000002900485924,1
1425,34,74,3134,3966.274517656862372,981758.146660298807546,0.000085999996005,Dapeng District,0.000085999995700,99.999999645154020,1
1426,34,75,3135,3966.310985784071818,981776.199579452048056,0.000086000003721,Dapeng District,0.000086000004300,100.000000672759242,1
1427,34,76,3136,3966.347369512496698,981794.212840442196466,0.000086000003432,Dapeng District,0.000086000004300,100.000001009158098,1
1428,34,77,3137,3966.383775868213888,981812.237388884066604,0.000085999999600,Dapeng District,0.000086000000700,100.000001279128952,1
1429,34,78,3138,3966.420297768204364,981830.317423261934891,0.000085999996097,Dapeng District,0.000086000000700,100.000005352899862,1
1430,34,79,3139,3966.457139879130409,981848.554605262819678,0.000086000001826,Dapeng District,0.000086000004300,100.000002877021373,1
1431,34,80,3140,3966.493999915984205,981866.804553850321099,0.000086000004141,Dapeng District,0.000086000004300,100.000000185305240,1
1432,34,81,3141,3966.530770748050600,981885.012373479316011,0.000085999998233,Dapeng District,0.000086000000000,100.000002054234514,1
1433,34,82,3142,3966.567866575448534,981903.375733832712285,0.000086000001416,Dapeng District,0.000085999995000,99.999992539546781,1
1434,34,83,3143,3966.605082708741975,981921.800760856596753,0.000086000005467,Dapeng District,0.000086000000000,99.999993642619117,1
1435,34,84,3144,3966.642112020738750,981940.137215625611134,0.000085999997228,Dapeng District,0.000085999996400,99.999999037059652,1
1436,34,85,3145,3966.679461581454234,981958.623054018942639,0.000085999997539,Dapeng District,0.000086000008600,100.000012862083139,1
1437,34,86,3146,3966.716829068552215,981977.125556721934117,0.000085999994775,Dapeng District,0.000073549432729,85.522601391975044,1
1438,34,87,3147,3966.754511963582445,981995.782756565720774,0.000086000001026,Dapeng District,0.000004934287803,5.737543888407893,1
1439,34,88,3148,3966.792217645242090,982014.451326567097567,0.000086000003738,,,,
1440,34,89,3149,3966.829838855801881,982033.080217016511597,0.000085999998441,,,,
1441,33,0,2970,3963.751973447433102,980512.126389933284372,0.000086000004539,Bao’an District,0.000086000005000,100.000000535977151,0
1442,33,1,2971,3963.780405831961161,980526.193075076793320,0.000085999997843,Bao’an District,0.000086000000000,100.000002507569775,0
1443,33,2,2972,3963.809154197223506,980540.414536653086543,0.000086000000207,Bao’an District,0.000086000004300,100.000004759582978,0
1444,33,3,2973,3963.837822303956273,980554.598263507592492,0.000085999994744,Bao’an District,0.000085999995000,100.000000297298584,0
1445,33,4,2974,3963.866708259464758,980568.889947564457543,0.000085999994233,Bao’an District,0.000085999990000,99.999995077843707,0
1446,33,5,2975,3963.895713952006190,980583.242916095186956,0.000085999994580,Bao’an District,0.000085999986400,99.999990488073379,0
1447,33,6,2976,3963.925035596660564,980597.746930394554511,0.000086000003658,Bao’an District,0.000086000008600,100.000005746758717,0
1448,33,7,2977,3963.954073270769186,980612.116005625692196,0.000085999996383,Bao’an District,0.000085999995700,99.999999205694095,0
1449,33,8,2978,3963.983430668046822,980626.641651384998113,0.000085999998323,Bao’an District,0.000086000000700,100.000002764407796,0
1450,33,9,2979,3964.013009707536185,980641.277220618911088,0.000086000005385,Bao’an District,0.000086000014300,100.000010366567210,0
1451,33,10,2980,3964.042504754728270,980655.869399347924627,0.000086000004124,Bao’an District,0.000086000009300,100.000006018904713,0
1452,33,11,2981,3964.072115750965622,980670.521068111294881,0.000086000003562,Bao’an District,0.000086000005000,100.000001672016097,0
1453,33,12,2982,3964.101748482578842,980685.183527681394480,0.000085999999428,Bao’an District,0.000086000000700,100.000001478591500,0
1454,33,13,2983,3964.131595195455702,980699.948388953926042,0.000085999999757,Bao’an District,0.000086000004300,100.000005283095362,0
1455,33,14,2984,3964.161561707780493,980714.778302963008173,0.000086000001271,Bao’an District,0.000086000005000,100.000004335866393,0
1456,33,15,2985,3964.191546109874253,980729.613450740114786,0.000085999998726,Bao’an District,0.000085999995700,99.999996481565006,0
1457,33,16,2986,3964.221850287815869,980744.605220209225081,0.000086000005396,Bao’an District,0.000085999999300,99.999992911905281,0
1458,33,17,2987,3964.251968481352378,980759.512533287983388,0.000086000000141,Nanshan District,0.000055721849673,64.792848350362092,7
1459,33,18,2988,3964.282406455836281,980774.572741092182696,0.000086000003774,Nanshan District,0.000086000009300,100.000006425383759,7
1460,33,19,2989,3964.312862306243005,980789.641913467901759,0.000086000003674,Nanshan District,0.000086000005700,100.000002356372960,7
1461,33,20,2990,3964.343340012266708,980804.721940075512975,0.000086000000006,Nanshan District,0.000086000000700,100.000000807376054,7
1462,33,21,2991,3964.374031605893833,980819.908213459537365,0.000086000001134,Nanshan District,0.000086000004300,100.000003681614430,7
1463,33,22,2992,3964.404843048051589,980835.151969661004841,0.000086000002782,Nanshan District,0.000085999999300,99.999995950929659,7
1464,33,23,2993,3964.435574414624170,980850.361811453127302,0.000085999996937,Nanshan District,0.000085999986400,99.999987747604507,7
1465,33,24,2994,3964.466817554592126,980865.819785541505553,0.000086000008328,Nanshan District,0.000086000013600,100.000006130629345,7
1466,33,25,2995,3964.497686709693880,980881.096257051220164,0.000085999999284,Nanshan District,0.000045857559316,53.322743834806609,7
1467,33,26,2996,3964.528769686157830,980896.475077637005597,0.000085999994693,Futian District,0.000059161298951,68.792212327902476,2
1468,33,27,2997,3964.560168475355567,980912.012371060554869,0.000085999999476,Futian District,0.000069906511887,81.286642224915198,2
1469,33,28,2998,3964.591691216958679,980927.612990958034061,0.000086000005289,Futian District,0.000082282029627,95.676772751483227,2
1470,33,29,2999,3964.623125778711255,980943.168233147705905,0.000086000002603,Futian District,0.000074343886514,86.446377050977958,2
1471,33,30,3000,3964.654680237361390,980958.781143452040851,0.000086000000452,Futian District,0.000085999995000,99.999993660914484,2
1472,33,31,3001,3964.686256695752490,980974.408716199337505,0.000085999995064,Futian District,0.000054136438751,62.949350997868393,2
1473,33,32,3002,3964.718246864795219,980990.237779497168958,0.000086000002819,Luohu District,0.000086000004300,100.000001722253899,6
1474,33,33,3003,3964.750156998904458,981006.032964617712423,0.000086000003082,Luohu District,0.000086000000700,99.999997230839227,6
1475,33,34,3004,3964.782187102701755,981021.881970448186621,0.000086000003540,Luohu District,0.000086000005000,100.000001697163469,6
1476,33,35,3005,3964.814230935997330,981037.737981076003052,0.000086000000091,Luohu District,0.000086000000000,99.999999894605097,6
1477,33,36,3006,3964.846496802400452,981053.703984254505485,0.000086000001761,Luohu District,0.000086000004300,100.000002952397708,6
1478,33,37,3007,3964.878776383604873,981069.680864668451250,0.000085999999862,Luohu District,0.000086000005000,100.000005974760484,6
1479,33,38,3008,3964.911278009451053,981085.764028326258995,0.000086000002756,Luohu District,0.000086000000000,99.999996794976425,6
1480,33,39,3009,3964.943699678871326,981101.809622400207445,0.000085999997835,Luohu District,0.000085999990700,99.999991703841289,6
1481,33,40,3010,3964.976334984758523,981117.961222804617137,0.000085999997682,Luohu District,0.000086000000000,100.000002695458832,6
1482,33,41,3011,3965.009188148594149,981134.220833356026560,0.000086000002473,Luohu District,0.000086000005000,100.000002938121241,6
1483,33,42,3012,3965.042059203711688,981150.485712848487310,0.000086000003202,Luohu District,0.000086000000000,99.999996276270281,6
1484,33,43,3013,3965.074854588855487,981166.715068161371164,0.000085999996294,Luohu District,0.000085999999300,100.000003495262661,6
1485,33,44,3014,3965.107863564919171,981183.054296560003422,0.000085999994492,Luohu District,0.000085999995700,100.000001404218324,6
1486,33,45,3015,3965.141188235861136,981199.544373047072440,0.000086000001388,Luohu District,0.000086000004300,100.000003386421142,6
1487,33,46,3016,3965.174335154667915,981215.950193921104074,0.000085999996374,Yantian District,0.000043762250565,50.886340011769768,9
1488,33,47,3017,3965.207699946931825,981232.464208158082329,0.000085999996318,Yantian District,0.000085999995700,99.999999281363586,9
1489,33,48,3018,3965.241380411581304,981249.132956262794323,0.000086000005299,Yantian District,0.000086000004300,99.999998838828716,9
1490,33,49,3019,3965.274781027034805,981265.668702236842364,0.000085999998097,Yantian District,0.000085999991400,99.999992212293122,9
1491,33,50,3020,3965.308599466382930,981282.400346125476062,0.000086000003540,Yantian District,0.000086000004300,100.000000883837444,9
1492,33,51,3021,3965.342231477834503,981299.047324407030828,0.000085999997036,Yantian District,0.000086000000000,100.000003446034057,9
1493,33,52,3022,3965.376187908025713,981315.853203041246161,0.000085999999933,Yantian District,0.000086000004300,100.000005077604044,9
